Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Dicofre_ParishCode_of_Public_Transportation,Demand_weight
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.004713
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.002896
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,110726,0.001341
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.001335
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.001333
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000684
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.000504
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.00039
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,131217,0.000386
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,131218,0.000285
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000237
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000166
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000047
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.000043
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,131210,0.000035
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000034
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000034
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,131216,0.000031
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.00003
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000028
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,131203,0.000025
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000019
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000017
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000014
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000014
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000011
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,131505,0.000008
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,131202,0.000007
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,110728,0.000006
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000005
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,131211,0.000005
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,130619,0.000004
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000003
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,130609,0.000002
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,130601,0.000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,131503,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,130608,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,111516,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,SINTRA,111126,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,110731,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,130412,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,130813,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,130617,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,130413,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,131501,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,130408,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131726,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,130603,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,130415,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,130618,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,131019,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,131506,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,131011,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,131013,0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,131001,0
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.085503
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.085409
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.077038
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.076509
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.072259
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.06389
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.062815
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.059911
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.059044
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.04802
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.043454
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.034459
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.032394
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.027492
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.026228
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.026174
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.020379
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.017442
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.016054
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.012739
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.011798
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.011537
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.010977
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.00439
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.003548
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.003242
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,110726,0.001727
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.001337
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.001214
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.000645
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000543
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000515
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000174
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000173
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,131217,0.000151
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000117
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.0001
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,131216,0.000095
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000094
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.000075
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.000075
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000033
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000022
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000021
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,131202,0.00002
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.000017
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000016
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000013
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000011
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000011
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,131505,0.00001
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,131218,0.00001
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,SINTRA,111126,0.000009
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,111516,0.000009
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131727,0.000008
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000008
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.000008
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,110728,0.000007
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,131210,0.000005
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000004
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000004
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,131203,0.000002
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,131503,0.000002
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,130413,0.000001
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,130412,0.000001
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,131211,0.000001
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,131506,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,130609,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,130601,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,131501,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,131011,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,131013,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,SANTO TIRSO,131402,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,131001,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,SANTO TIRSO,131401,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,131019,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131712,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131728,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131709,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131704,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131723,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131703,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131702,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,130408,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,130619,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,130616,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,130603,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,130617,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.210287
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.180072
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.07881
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.067335
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.053413
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.046127
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.042327
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.040052
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.033503
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.028281
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.026632
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.026394
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.022528
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.020385
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110602,0.019962
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.018998
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.016061
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.014926
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110659,0.014718
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110663,0.00813
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,110727,0.006663
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110607,0.006358
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110601,0.004595
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.004062
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.003867
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,110726,0.002203
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,110664,0.001184
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,111512,0.001025
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,111513,0.000312
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,111603,0.000101
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,OEIRAS,111013,0.000097
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,111608,0.00007
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,110731,0.000067
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,131218,0.000066
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000056
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MATOSINHOS,130811,0.000053
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MATOSINHOS,130814,0.000045
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,111517,0.000041
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000032
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,131217,0.00003
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MATOSINHOS,130812,0.000029
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,SETÚBAL,ALMADA,150312,0.000029
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,111609,0.000019
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,SETÚBAL,ALMADA,150315,0.00001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,SETÚBAL,ALMADA,150314,0.00001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,SETÚBAL,ALMADA,150313,0.000005
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,131203,0.000004
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,130601,0.000004
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,110728,0.000003
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MATOSINHOS,130813,0.000003
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,111610,0.000003
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,110707,0.000003
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,110730,0.000003
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,OEIRAS,111002,0.000002
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,131210,0.000001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,VALONGO,131505,0.000001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,130619,0.000001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,SETÚBAL,SEIXAL,151005,0.000001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,131730,0.000001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,130609,0.000001
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,131202,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,SINTRA,111126,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,111516,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,VALONGO,131506,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,GONDOMAR,130415,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,131216,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,131211,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,VILA DO CONDE,131603,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,130616,0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MAIA,130617,0
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110608,0.592367
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110633,0.166229
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110654,0.085125
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110666,0.057504
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110655,0.018224
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110662,0.017334
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110656,0.010543
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110657,0.010402
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110621,0.009406
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110660,0.009056
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LOURES,110726,0.007683
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110618,0.004478
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110639,0.00361
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110665,0.002258
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110661,0.001413
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,OEIRAS,111012,0.001209
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110610,0.000869
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110658,0.000765
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LOURES,110727,0.000422
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,AMADORA,111514,0.000367
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,AMADORA,111515,0.000367
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110667,0.000085
R1 - AM Lisboa,Setúbal,Alcochete,R2 - AM Porto,PORTO,PORTO,131203,0.000077
R1 - AM Lisboa,Setúbal,Alcochete,R2 - AM Porto,PORTO,PORTO,131217,0.000077
R1 - AM Lisboa,Setúbal,Alcochete,R1 - AM Lisboa,LISBOA,LISBOA,110611,0.000076
