,Ora,C1,C2,C3,C4,C5,date_hour,day,Log_Avg,No. of Visitors,index,cluster,data_a,numero_presenze,layer_id,layer_nome,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,is_match,count_close,count_open,final_date,count_complaint,date,Day,Holiday,isHoliday
9959,5,49.6,50.6,49.8,52.2,57.3,2018-06-05 05:00:00,6,53.02982613758609,,2152.0,>60 anni,2018-06-05T06:00:00Z,899.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,15.510000000000048,,0.0,16.933333333333334,0.0,,,06-05-18 05:00,0.0,05-06-18,,,0
9960,5,49.6,50.6,49.8,52.2,57.3,2018-06-05 05:00:00,6,53.02982613758609,,2320.0,Visitatori Intraregionali,2018-06-05T06:00:00Z,280.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,15.510000000000048,,0.0,16.933333333333334,0.0,,,06-05-18 05:00,0.0,05-06-18,,,0
9961,5,49.6,50.6,49.8,52.2,57.3,2018-06-05 05:00:00,6,53.02982613758609,,2488.0,Visitatori Extraregionali,2018-06-05T06:00:00Z,122.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,15.510000000000048,,0.0,16.933333333333334,0.0,,,06-05-18 05:00,0.0,05-06-18,,,0
9962,5,49.6,50.6,49.8,52.2,57.3,2018-06-05 05:00:00,6,53.02982613758609,,2656.0,Pendolari,2018-06-05T06:00:00Z,161.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,15.510000000000048,,0.0,16.933333333333334,0.0,,,06-05-18 05:00,0.0,05-06-18,,,0
9963,5,49.6,50.6,49.8,52.2,57.3,2018-06-05 05:00:00,6,53.02982613758609,,2824.0,Residenti,2018-06-05T06:00:00Z,2245.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,15.510000000000048,,0.0,16.933333333333334,0.0,,,06-05-18 05:00,0.0,05-06-18,,,0
9964,5,49.6,50.6,49.8,52.2,57.3,2018-06-05 05:00:00,6,53.02982613758609,,2992.0,Visitatori Stranieri,2018-06-05T06:00:00Z,151.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,15.510000000000048,,0.0,16.933333333333334,0.0,,,06-05-18 05:00,0.0,05-06-18,,,0
9965,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,135.0,Presenze,2018-06-05T07:00:00Z,3089.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9966,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,303.0,Maschi,2018-06-05T07:00:00Z,1598.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9967,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,471.0,Femmine,2018-06-05T07:00:00Z,1491.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9968,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,639.0,Business,2018-06-05T07:00:00Z,468.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9969,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,807.0,Consumer,2018-06-05T07:00:00Z,2621.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9970,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,975.0,Italiani,2018-06-05T07:00:00Z,2966.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9971,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,1143.0,Stranieri,2018-06-05T07:00:00Z,123.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9972,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,1311.0,<18 anni,2018-06-05T07:00:00Z,31.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9973,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,1479.0,18-30 anni ,2018-06-05T07:00:00Z,607.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9974,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,1647.0,31-40 anni,2018-06-05T07:00:00Z,380.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9975,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,1815.0,41-50 anni,2018-06-05T07:00:00Z,562.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9976,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,1983.0,51-60 anni,2018-06-05T07:00:00Z,601.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9977,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,2151.0,>60 anni,2018-06-05T07:00:00Z,908.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9978,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,2319.0,Visitatori Intraregionali,2018-06-05T07:00:00Z,423.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9979,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,2487.0,Visitatori Extraregionali,2018-06-05T07:00:00Z,121.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9980,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,2655.0,Pendolari,2018-06-05T07:00:00Z,454.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9981,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,2823.0,Residenti,2018-06-05T07:00:00Z,1946.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9982,6,56.4,51.2,51.8,53.7,58.9,2018-06-05 06:00:00,6,55.39168377595077,,2991.0,Visitatori Stranieri,2018-06-05T07:00:00Z,144.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,14.950000000000045,,-0.04,16.433333333333334,0.0,,6.0,06-05-18 06:00,0.0,05-06-18,,,0
9983,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,134.0,Presenze,2018-06-05T08:00:00Z,3179.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9984,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,302.0,Maschi,2018-06-05T08:00:00Z,1645.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9985,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,470.0,Femmine,2018-06-05T08:00:00Z,1534.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9986,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,638.0,Business,2018-06-05T08:00:00Z,478.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9987,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,806.0,Consumer,2018-06-05T08:00:00Z,2700.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9988,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,974.0,Italiani,2018-06-05T08:00:00Z,3066.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9989,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,1142.0,Stranieri,2018-06-05T08:00:00Z,113.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9990,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,1310.0,<18 anni,2018-06-05T08:00:00Z,29.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9991,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,1478.0,18-30 anni ,2018-06-05T08:00:00Z,620.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9992,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,1646.0,31-40 anni,2018-06-05T08:00:00Z,393.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9993,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,1814.0,41-50 anni,2018-06-05T08:00:00Z,593.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9994,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,1982.0,51-60 anni,2018-06-05T08:00:00Z,628.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9995,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,2150.0,>60 anni,2018-06-05T08:00:00Z,916.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9996,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,2318.0,Visitatori Intraregionali,2018-06-05T08:00:00Z,533.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9997,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,2486.0,Visitatori Extraregionali,2018-06-05T08:00:00Z,116.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9998,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,2654.0,Pendolari,2018-06-05T08:00:00Z,738.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
9999,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,2822.0,Residenti,2018-06-05T08:00:00Z,1656.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
10000,7,59.1,54.0,67.8,57.6,62.9,2018-06-05 07:00:00,6,62.8397474736883,,2990.0,Visitatori Stranieri,2018-06-05T08:00:00Z,135.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,16.830000000000037,,-0.06,16.400000000000002,0.0,,18.0,06-05-18 07:00,0.0,05-06-18,,,0
10001,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,133.0,Presenze,2018-06-05T09:00:00Z,3347.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10002,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,301.0,Maschi,2018-06-05T09:00:00Z,1703.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10003,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,469.0,Femmine,2018-06-05T09:00:00Z,1644.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10004,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,637.0,Business,2018-06-05T09:00:00Z,506.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10005,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,805.0,Consumer,2018-06-05T09:00:00Z,2841.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10006,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,973.0,Italiani,2018-06-05T09:00:00Z,3232.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10007,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,1141.0,Stranieri,2018-06-05T09:00:00Z,114.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10008,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,1309.0,<18 anni,2018-06-05T09:00:00Z,30.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10009,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,1477.0,18-30 anni ,2018-06-05T09:00:00Z,652.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10010,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,1645.0,31-40 anni,2018-06-05T09:00:00Z,411.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10011,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,1813.0,41-50 anni,2018-06-05T09:00:00Z,624.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10012,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,1981.0,51-60 anni,2018-06-05T09:00:00Z,665.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10013,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,2149.0,>60 anni,2018-06-05T09:00:00Z,966.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10014,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,2317.0,Visitatori Intraregionali,2018-06-05T09:00:00Z,659.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10015,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,2485.0,Visitatori Extraregionali,2018-06-05T09:00:00Z,128.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10016,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,2653.0,Pendolari,2018-06-05T09:00:00Z,890.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10017,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,2821.0,Residenti,2018-06-05T09:00:00Z,1531.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10018,8,59.5,57.2,65.9,62.7,65.7,2018-06-05 08:00:00,6,63.37816504771187,,2989.0,Visitatori Stranieri,2018-06-05T09:00:00Z,140.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,19.960000000000036,,-0.06666666666666668,18.03333333333333,0.0,,18.0,06-05-18 08:00,0.0,05-06-18,,,0
10019,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,132.0,Presenze,2018-06-05T10:00:00Z,3435.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10020,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,300.0,Maschi,2018-06-05T10:00:00Z,1731.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10021,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,468.0,Femmine,2018-06-05T10:00:00Z,1704.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10022,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,636.0,Business,2018-06-05T10:00:00Z,529.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10023,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,804.0,Consumer,2018-06-05T10:00:00Z,2906.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10024,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,972.0,Italiani,2018-06-05T10:00:00Z,3318.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10025,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,1140.0,Stranieri,2018-06-05T10:00:00Z,118.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10026,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,1308.0,<18 anni,2018-06-05T10:00:00Z,30.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10027,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,1476.0,18-30 anni ,2018-06-05T10:00:00Z,670.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10028,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,1644.0,31-40 anni,2018-06-05T10:00:00Z,430.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10029,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,1812.0,41-50 anni,2018-06-05T10:00:00Z,631.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10030,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,1980.0,51-60 anni,2018-06-05T10:00:00Z,680.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10031,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,2148.0,>60 anni,2018-06-05T10:00:00Z,994.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10032,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,2316.0,Visitatori Intraregionali,2018-06-05T10:00:00Z,724.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10033,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,2484.0,Visitatori Extraregionali,2018-06-05T10:00:00Z,130.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10034,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,2652.0,Pendolari,2018-06-05T10:00:00Z,962.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10035,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,2820.0,Residenti,2018-06-05T10:00:00Z,1472.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10036,9,63.3,58.4,64.6,61.1,64.2,2018-06-05 09:00:00,6,62.84761894474226,,2988.0,Visitatori Stranieri,2018-06-05T10:00:00Z,147.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.11000000000001,,-0.07,19.933333333333334,0.0,,,06-05-18 09:00,0.0,05-06-18,,,0
10037,10,60.5,58.6,65.0,59.8,63.8,2018-06-05 10:00:00,6,62.233691167430585,,131.0,Presenze,2018-06-05T11:00:00Z,3512.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.720000000000034,,-0.013333333333333334,23.3,0.0,,6.0,06-05-18 10:00,0.0,05-06-18,,,0
10038,10,60.5,58.6,65.0,59.8,63.8,2018-06-05 10:00:00,6,62.233691167430585,,299.0,Maschi,2018-06-05T11:00:00Z,1795.0,5491d6d2-0c9e-47b7-bfde-c84c632efacc,Area 1,3600.0,22.720000000000034,,-0.013333333333333334,23.3,0.0,,6.0,06-05-18 10:00,0.0,05-06-18,,,0
