,Ora,C1,C2,C3,C4,C5,date_hour,day,Log_Avg,No. of Visitors,index,numero_presenze,dettaglio(secondi),temp,winds,rainfall_mm,snowfall_mm,is_match_pad,is_home_pad,count_close,count_open,final_date,count_complaint,dat_hr,n,flow_mean,flow_sd,flow_median,speed_mean,speed_sd,speed_median,date,Day,Holiday,isHoliday
5647,7,62.5,55.8,66.5,61.5,60.5,2018-08-24 07:00:00,4,62.62918866051837,,,,,20.879999999999995,,-0.011000000000000001,20.633333333333333,0.0,0.0,,30.0,24-08-18 07:00,0.0,24-08-18 07:00,381.0,5722.758000000001,4572.4270000000015,4800.0,388.111,152.59199999999996,344.3,24-08-18,,,0
5648,8,65.9,57.8,62.1,64.9,61.9,2018-08-24 08:00:00,4,63.32597329501021,,,,,23.26000000000005,,-0.013,22.366666666666664,0.0,0.0,,12.0,24-08-18 08:00,0.0,24-08-18 08:00,364.0,6874.802999999999,4916.298,5868.0,381.925,150.75199999999995,339.98,24-08-18,,,0
5649,9,59.2,59.1,63.7,64.2,61.3,2018-08-24 09:00:00,4,62.023822630808624,,,,,25.300000000000008,,-0.007000000000000001,24.46666666666667,0.0,0.0,,,24-08-18 09:00,0.0,24-08-18 09:00,430.0,6056.766,4135.817,5382.0,373.172,146.11100000000005,332.4600000000001,24-08-18,,,0
5650,10,63.5,57.3,62.0,62.7,60.9,2018-08-24 10:00:00,4,61.73361235468611,,,,,26.410000000000025,,0.002,26.2,0.0,0.0,,,24-08-18 10:00,0.0,24-08-18 10:00,451.0,6109.065000000001,3741.702,5430.0,372.756,149.767,327.33,24-08-18,,,0
5651,11,59.0,57.9,63.7,62.9,62.4,2018-08-24 11:00:00,4,61.72766197601484,,,,,27.670000000000016,,-0.007000000000000001,27.766666666666666,0.0,0.0,,6.0,24-08-18 11:00,0.0,24-08-18 11:00,458.0,6173.291,3687.995,5550.0,392.39,154.66400000000004,342.735,24-08-18,,,0
5652,12,59.6,57.8,62.0,63.1,61.2,2018-08-24 12:00:00,4,61.112260946652874,,,,,28.710000000000036,,-0.005,29.43333333333333,0.0,0.0,,90.0,24-08-18 12:00,0.0,24-08-18 12:00,429.0,5817.653,3519.119,5076.0,393.564,158.189,344.87,24-08-18,,,0
5653,13,59.5,56.9,60.3,62.4,61.5,2018-08-24 13:00:00,4,60.494418930973694,,,,,29.370000000000005,,-0.02,31.5,0.0,0.0,,,24-08-18 13:00,0.0,24-08-18 13:00,453.0,5175.541,3216.2639999999988,4632.0,394.577,164.78699999999995,333.8400000000001,24-08-18,,,0
5654,14,60.0,56.1,60.8,62.5,62.1,2018-08-24 14:00:00,4,60.79885261440734,,,,,30.06,,0.005,32.4,0.0,0.0,36.0,,24-08-18 14:00,0.0,24-08-18 14:00,405.0,5621.897,3764.065999999999,4797.0,388.24,163.30399999999997,336.23,24-08-18,,,0
5655,15,59.9,56.9,60.9,62.6,61.8,2018-08-24 15:00:00,4,60.81386696324508,,,,,29.820000000000054,,-0.008,33.833333333333336,0.0,0.0,54.0,,24-08-18 15:00,0.0,24-08-18 15:00,406.0,5949.178000000001,3915.428,5184.0,388.194,165.267,333.975,24-08-18,,,0
5656,16,58.6,57.4,60.4,63.0,63.0,2018-08-24 16:00:00,4,61.0455400253465,,,,,29.530000000000033,,-0.01,33.53333333333333,0.0,0.0,,,24-08-18 16:00,0.0,24-08-18 16:00,411.0,6580.269,4369.727,5586.0,379.735,156.91199999999995,332.72,24-08-18,,,0
5657,17,59.5,58.2,60.0,63.1,63.4,2018-08-24 17:00:00,4,61.32352172542298,,,,,28.160000000000025,,-0.006999999999999999,32.53333333333333,0.0,0.0,,12.0,24-08-18 17:00,0.0,24-08-18 17:00,411.0,8003.840000000001,5805.714999999998,6624.0,380.86300000000006,160.41299999999998,327.7800000000001,24-08-18,,,0
5658,18,60.4,57.9,64.2,62.6,62.5,2018-08-24 18:00:00,4,62.009227719454536,,,,,26.129999999999995,,0.0,30.633333333333336,0.0,0.0,6.0,24.0,24-08-18 18:00,0.0,24-08-18 18:00,363.0,8345.317000000001,6207.895999999999,6588.0,384.512,165.171,330.43,24-08-18,,,0
5659,19,60.5,56.5,61.5,62.8,61.6,2018-08-24 19:00:00,4,61.02580509435582,,,,,24.410000000000025,,0.013,29.366666666666664,0.0,0.0,6.0,108.0,24-08-18 19:00,0.0,24-08-18 19:00,415.0,6792.905000000002,5039.088000000002,5562.0,374.643,157.24200000000005,323.7,24-08-18,,,0
5660,20,60.0,57.8,60.3,63.2,60.8,2018-08-24 20:00:00,4,60.766869981829856,,,,,24.79000000000002,,0.023,28.03333333333333,0.0,0.0,,12.0,24-08-18 20:00,0.0,24-08-18 20:00,628.0,4936.830999999999,3642.8579999999997,4206.0,374.17,149.21200000000002,323.9899999999999,24-08-18,,,0
5661,21,59.9,57.2,62.9,62.8,59.4,2018-08-24 21:00:00,4,60.95400466370097,,,,,23.04000000000002,,0.017,25.266666666666666,0.0,0.0,6.0,,24-08-18 21:00,0.0,24-08-18 21:00,569.0,3976.5650000000014,2888.5229999999997,3360.0,378.673,146.244,336.35,24-08-18,,,0
5662,22,59.5,57.3,65.2,62.5,59.2,2018-08-24 22:00:00,4,61.67295893098629,,,,,22.340000000000032,,0.028000000000000004,24.2,0.0,0.0,12.0,6.0,24-08-18 22:00,0.0,24-08-18 22:00,593.0,3512.177,2633.7270000000003,2958.0,372.70099999999996,147.129,331.42500000000007,24-08-18,,,0
5663,23,62.9,57.0,71.5,63.3,59.8,2018-08-24 23:00:00,4,65.94820267944391,,,,,21.580000000000037,,0.023,22.8,0.0,0.0,72.0,,24-08-18 23:00,0.0,24-08-18 23:00,561.0,2860.271,2064.13,2406.0,348.01300000000003,140.16500000000002,305.87,24-08-18,,,0
5664,0,65.9,55.0,73.6,63.4,58.3,2018-08-25 00:00:00,5,67.77850040078064,,,,,20.95000000000005,,0.013333333333333334,21.8,0.0,0.0,66.0,,25-08-18 00:00,0.0,25-08-18 00:00,770.0,2379.7760000000007,1708.775,1968.0,386.08699999999993,147.747,348.63,25-08-18,,,0
5665,1,63.8,54.8,68.1,62.2,57.6,2018-08-25 01:00:00,5,63.57645115051114,,,,,20.590000000000032,,0.016999999999999998,21.5,0.0,0.0,18.0,,25-08-18 01:00,0.0,25-08-18 01:00,675.0,1355.144,953.689,1164.0,339.167,130.31799999999998,303.015,25-08-18,,,0
5666,2,62.7,53.5,66.8,60.2,55.8,2018-08-25 02:00:00,5,62.200860126629216,,,,,20.180000000000007,,0.023,20.7,0.0,0.0,6.0,,25-08-18 02:00,0.0,25-08-18 02:00,614.0,1128.247,824.4570000000001,930.0,382.529,160.076,327.82,25-08-18,,,0
5667,3,61.8,51.8,61.7,56.5,54.7,2018-08-25 03:00:00,5,58.905138234020114,,,,,19.45000000000005,,0.005,21.03333333333333,0.0,0.0,18.0,,25-08-18 03:00,0.0,25-08-18 03:00,599.0,844.3839999999999,607.3530000000001,648.0,381.966,153.796,332.6550000000001,25-08-18,,,0
5668,4,48.8,48.1,47.1,52.8,52.0,2018-08-25 04:00:00,5,50.340222750555924,,,,,19.240000000000013,,0.008000000000000002,20.3,0.0,0.0,6.0,,25-08-18 04:00,0.0,25-08-18 04:00,591.0,810.7300000000004,557.673,660.0,393.233,169.231,341.05499999999995,25-08-18,,,0
5669,5,45.1,45.7,44.7,52.9,53.7,2018-08-25 05:00:00,5,50.24019369710019,,,,,18.900000000000034,,0.013,19.733333333333327,0.0,0.0,,,25-08-18 05:00,0.0,25-08-18 05:00,586.0,1158.598,777.7489999999999,1002.0,381.13399999999984,153.18099999999995,340.005,25-08-18,,,0
5670,6,54.6,52.4,47.9,56.1,56.2,2018-08-25 06:00:00,5,54.3074965426592,,,,,19.52000000000004,,0.014000000000000002,20.166666666666668,0.0,0.0,,6.0,25-08-18 06:00,0.0,25-08-18 06:00,686.0,1756.0790000000004,1253.4509999999998,1488.0,381.32199999999995,144.381,337.86,25-08-18,,,0
5671,7,61.8,53.9,66.0,60.4,56.6,2018-08-25 07:00:00,5,61.63976119329806,,,,,19.95000000000005,,0.011000000000000001,20.666666666666668,0.0,0.0,,18.0,25-08-18 07:00,0.0,25-08-18 07:00,763.0,2409.873,1584.484,2118.0,372.298,141.704,334.485,25-08-18,,,0
5672,8,65.4,57.7,62.2,63.1,58.9,2018-08-25 08:00:00,5,62.32171648373314,,,,,20.710000000000036,,0.008,21.166666666666668,0.0,0.0,,18.0,25-08-18 08:00,0.0,25-08-18 08:00,714.0,3224.1659999999997,2092.732,2748.0,373.87,141.06199999999995,334.9550000000001,25-08-18,,,0
5673,9,56.9,55.2,64.4,63.4,59.4,2018-08-25 09:00:00,5,61.22796550232905,,,,,21.360000000000014,,0.006,21.53333333333333,0.0,0.0,,6.0,25-08-18 09:00,0.0,25-08-18 09:00,642.0,4570.611,2714.1040000000007,3960.0,383.115,142.535,347.065,25-08-18,,,0
5674,10,56.7,62.7,62.6,63.2,61.1,2018-08-25 10:00:00,5,61.77655882419907,,,,,22.45000000000005,,-0.008000000000000002,23.5,0.0,0.0,,,25-08-18 10:00,0.0,25-08-18 10:00,749.0,5186.193,3243.1539999999995,4470.0,367.306,136.697,329.90499999999986,25-08-18,,,0
5675,11,62.4,56.0,63.3,62.2,61.1,2018-08-25 11:00:00,5,61.596698326762116,,,,,23.460000000000036,,0.001,25.46666666666667,0.0,0.0,,6.0,25-08-18 11:00,0.0,25-08-18 11:00,776.0,5412.462,3561.5239999999994,4650.0,370.845,136.616,331.85,25-08-18,,,0
5676,12,58.2,56.4,61.7,62.5,60.5,2018-08-25 12:00:00,5,60.39542249489811,,,,,23.960000000000036,,-0.006,26.73333333333333,0.0,0.0,,72.0,25-08-18 12:00,0.0,25-08-18 12:00,766.0,5177.156,3446.606,4530.0,367.97900000000004,137.386,329.93,25-08-18,,,0
5677,13,57.5,55.7,60.8,61.7,59.8,2018-08-25 13:00:00,5,59.60969189268849,,,,,23.74000000000001,,-0.011000000000000001,27.43333333333333,0.0,0.0,,,25-08-18 13:00,0.0,25-08-18 13:00,781.0,4197.863,2611.612,3732.0,381.666,147.996,335.36,25-08-18,,,0
5678,14,57.3,56.9,60.1,61.4,60.1,2018-08-25 14:00:00,5,59.49758840713909,,,,,23.51000000000005,,-0.013,26.03333333333333,0.0,0.0,24.0,,25-08-18 14:00,0.0,25-08-18 14:00,715.0,4551.772999999999,3138.2490000000003,3978.0,382.716,145.02800000000005,345.15499999999986,25-08-18,,,0
5679,15,57.8,58.4,60.3,61.5,60.3,2018-08-25 15:00:00,5,59.86768753481772,,,,,22.629999999999995,,0.0,25.53333333333333,1.0,1.0,48.0,,25-08-18 15:00,0.0,25-08-18 15:00,704.0,5190.893,3484.4880000000007,4560.0,369.19300000000004,140.34799999999998,329.72,25-08-18,,,0
5680,16,58.6,60.6,59.8,62.1,60.5,2018-08-25 16:00:00,5,60.469951710917954,,,,,22.99000000000001,,-0.002,25.633333333333336,1.0,1.0,,6.0,25-08-18 16:00,0.0,25-08-18 16:00,808.0,5482.947000000001,3818.636,4644.0,373.34,136.02800000000002,334.255,25-08-18,,,0
5681,17,59.3,57.0,60.0,61.8,60.7,2018-08-25 17:00:00,5,60.03528090254437,,,,,22.670000000000016,,0.005,25.100000000000005,1.0,1.0,,6.0,25-08-18 17:00,0.0,25-08-18 17:00,687.0,5625.646999999999,3964.7909999999997,4740.0,370.782,139.52,331.27,25-08-18,,,0
5682,18,60.6,56.4,64.7,61.9,59.4,2018-08-25 18:00:00,5,61.43368271389805,,,,,20.95000000000005,,0.011000000000000001,24.53333333333333,1.0,1.0,6.0,24.0,25-08-18 18:00,0.0,25-08-18 18:00,775.0,4966.485999999999,3566.28,4266.0,361.673,134.817,327.31,25-08-18,,,0
5683,19,59.4,56.6,61.9,62.5,60.9,2018-08-25 19:00:00,5,60.70807203999486,,,,,20.06,,0.015000000000000003,23.46666666666667,1.0,1.0,,102.0,25-08-18 19:00,0.0,25-08-18 19:00,780.0,5228.6129999999985,3615.671,4512.0,366.379,137.39999999999998,327.74000000000007,25-08-18,,,0
5684,20,60.7,58.4,60.8,63.1,61.1,2018-08-25 20:00:00,5,61.07140779453929,,,,,19.900000000000034,,0.005,22.133333333333336,1.0,1.0,,12.0,25-08-18 20:00,0.0,25-08-18 20:00,920.0,5005.190000000001,3279.906,4485.0,368.10100000000006,139.46800000000002,328.18,25-08-18,,,0
5685,21,59.6,55.9,62.9,62.5,59.6,2018-08-25 21:00:00,5,60.74903497982815,,,,,19.420000000000016,,0.007000000000000001,21.1,1.0,1.0,6.0,,25-08-18 21:00,0.0,25-08-18 21:00,794.0,3990.675,2599.097,3456.0,370.14,136.47,331.445,25-08-18,,,0
5686,22,63.9,57.1,65.8,62.7,59.0,2018-08-25 22:00:00,5,62.75351885309274,,,,,18.720000000000027,,-0.002,20.466666666666665,1.0,1.0,12.0,6.0,25-08-18 22:00,0.0,25-08-18 22:00,752.0,3894.173,2675.637,3420.0,377.89599999999984,142.725,331.505,25-08-18,,,0
5687,23,68.2,56.0,74.5,63.7,60.0,2018-08-25 23:00:00,5,68.86863942714592,,,,,17.830000000000037,,-0.007000000000000001,20.466666666666665,1.0,1.0,66.0,,25-08-18 23:00,0.0,25-08-18 23:00,735.0,3329.8949999999995,2316.099,2874.0,338.134,131.35099999999997,301.75,25-08-18,,,0
5688,0,69.0,55.8,75.7,64.1,59.6,2018-08-26 00:00:00,6,69.90866093846063,,,,,17.050000000000008,,-0.0016666666666666668,18.7,1.0,1.0,72.0,,26-08-18 00:00,0.0,26-08-18 00:00,581.0,2791.7740000000003,2091.002,2310.0,326.031,123.619,297.92000000000013,26-08-18,,,0
5689,1,66.0,54.6,71.0,62.4,58.2,2018-08-26 01:00:00,6,65.85623660908152,,,,,15.050000000000011,,-0.005,19.8,1.0,1.0,12.0,,26-08-18 01:00,0.0,,,,,,,,,26-08-18,,,0
5690,2,63.3,52.8,68.7,60.3,56.6,2018-08-26 02:00:00,6,63.529623150212416,,,,,14.870000000000005,,0.0,20.33333333333333,1.0,1.0,6.0,,26-08-18 02:00,0.0,,,,,,,,,26-08-18,,,0
5691,3,59.0,50.8,63.8,57.2,54.7,2018-08-26 03:00:00,6,59.173286027791875,,,,,14.280000000000028,,0.002,20.366666666666664,1.0,1.0,18.0,,26-08-18 03:00,0.0,,,,,,,,,26-08-18,,,0
5692,4,50.3,45.4,46.5,52.2,53.3,2018-08-26 04:00:00,6,50.540373474470044,,,,,13.550000000000011,,-0.007000000000000001,16.933333333333334,1.0,1.0,12.0,,26-08-18 04:00,0.0,,,,,,,,,26-08-18,,,0
5693,5,42.8,45.9,44.9,52.2,52.4,2018-08-26 05:00:00,6,49.330830232801205,,,,,13.740000000000007,,-0.009000000000000001,14.333333333333336,1.0,1.0,,,26-08-18 05:00,0.0,,,,,,,,,26-08-18,,,0
5694,6,58.3,48.8,46.8,53.7,53.8,2018-08-26 06:00:00,6,54.06236891216342,,,,,13.340000000000034,,-0.021,12.966666666666667,1.0,1.0,,6.0,26-08-18 06:00,0.0,26-08-18 06:00,356.0,823.1170000000002,580.859,702.0,251.50099999999998,94.715,222.21,26-08-18,,,0
5695,7,58.3,47.2,67.8,57.6,54.2,2018-08-26 07:00:00,6,61.81422021681016,,,,,16.02000000000004,,0.013,13.4,1.0,1.0,,18.0,26-08-18 07:00,0.0,26-08-18 07:00,628.0,1313.019,854.633,1158.0,376.44300000000004,144.09199999999996,333.99999999999994,26-08-18,,,0
5696,8,59.1,53.2,65.9,62.7,55.4,2018-08-26 08:00:00,6,61.53573150541014,,,,,19.5,,0.017777777777777778,16.8,1.0,1.0,,18.0,26-08-18 08:00,0.0,26-08-18 08:00,645.0,2097.839,1283.79,1896.0,379.21900000000005,144.82299999999998,339.95,26-08-18,,,0
5697,9,63.0,52.4,64.6,61.1,57.7,2018-08-26 09:00:00,6,61.4177370260127,,,,,21.620000000000005,,0.016999999999999998,22.266666666666666,1.0,1.0,,,26-08-18 09:00,0.0,26-08-18 09:00,614.0,3419.7490000000003,2166.521,3018.0,373.015,135.833,335.2800000000001,26-08-18,,,0
5698,10,62.7,60.1,65.0,59.8,58.6,2018-08-26 10:00:00,6,61.89045760334938,,,,,22.49000000000001,,0.011000000000000001,23.566666666666666,0.0,0.0,,6.0,26-08-18 10:00,0.0,26-08-18 10:00,621.0,4243.599,2818.433,3474.0,358.798,128.77200000000002,329.72,26-08-18,,,0
5699,11,57.6,58.5,65.2,60.8,59.5,2018-08-26 11:00:00,6,61.263400464725215,,,,,23.220000000000034,,0.0,24.2,0.0,0.0,,6.0,26-08-18 11:00,0.0,26-08-18 11:00,637.0,4362.083,2964.4349999999995,3690.0,349.668,122.684,322.255,26-08-18,,,0
5700,12,57.4,55.4,65.3,61.0,60.3,2018-08-26 12:00:00,6,61.21570611322717,,,,,24.120000000000005,,-0.004,25.0,0.0,0.0,,84.0,26-08-18 12:00,0.0,26-08-18 12:00,588.0,4206.372999999999,3030.269,3510.0,365.173,128.754,336.9249999999999,26-08-18,,,0
5701,13,57.9,54.9,61.1,60.8,58.9,2018-08-26 13:00:00,6,59.23491221242101,,,,,24.850000000000023,,-0.006,26.4,0.0,0.0,6.0,,26-08-18 13:00,0.0,26-08-18 13:00,656.0,3179.193,2317.07,2760.0,376.584,134.917,336.155,26-08-18,,,0
5702,14,55.1,54.8,60.7,60.5,58.5,2018-08-26 14:00:00,6,58.60990530000508,,,,,24.79000000000002,,0.005,27.133333333333336,0.0,0.0,18.0,,26-08-18 14:00,0.0,26-08-18 14:00,604.0,3459.423,2590.84,2994.0,371.702,132.69400000000002,337.24499999999995,26-08-18,,,0
5703,15,55.7,53.8,60.1,60.5,58.9,2018-08-26 15:00:00,6,58.49170816163307,,,,,25.26000000000005,,-0.006,27.43333333333333,0.0,0.0,60.0,,26-08-18 15:00,0.0,26-08-18 15:00,599.0,4136.406,3383.2509999999997,3414.0,368.282,131.761,333.86000000000007,26-08-18,,,0
5704,16,57.0,54.4,59.3,60.4,60.7,2018-08-26 16:00:00,6,58.91997030620707,,,,,25.550000000000008,,-0.008,27.866666666666664,0.0,0.0,,12.0,26-08-18 16:00,0.0,26-08-18 16:00,594.0,4745.315,4166.634999999998,3888.0,360.19700000000006,124.71,325.835,26-08-18,,,0
5705,17,57.8,55.3,58.9,61.3,60.6,2018-08-26 17:00:00,6,59.25803604094804,,,,,24.720000000000034,,-0.012,28.4,0.0,0.0,,,26-08-18 17:00,0.0,26-08-18 17:00,538.0,6256.92,4739.942,5478.0,379.92699999999996,124.96499999999996,361.225,26-08-18,,,0
5706,18,59.2,54.8,64.5,61.1,60.7,2018-08-26 18:00:00,6,61.08246219904831,,,,,22.280000000000033,,-0.003,26.73333333333333,0.0,0.0,6.0,24.0,26-08-18 18:00,0.0,26-08-18 18:00,589.0,5724.946,4744.790999999998,4800.0,352.676,119.378,322.67999999999995,26-08-18,,,0
5707,19,57.9,55.3,61.2,62.1,60.7,2018-08-26 19:00:00,6,60.06072521479882,,,,,19.710000000000036,,-0.003,25.0,0.0,0.0,,96.0,26-08-18 19:00,0.0,26-08-18 19:00,47.0,521.617,378.679,480.0,29.625,9.724,27.82,26-08-18,,,0
5708,20,58.1,55.4,59.7,61.9,64.4,2018-08-26 20:00:00,6,60.954267613563204,,,,,17.970000000000027,,-0.012,22.96666666666667,0.0,0.0,,,26-08-18 20:00,0.0,26-08-18 20:00,64.0,388.6880000000001,326.928,306.0,29.8,9.478,27.7,26-08-18,,,0
5709,21,58.2,56.3,63.1,60.9,59.2,2018-08-26 21:00:00,6,60.16284659967633,,,,,16.57000000000005,,-0.016,19.733333333333334,0.0,0.0,6.0,,26-08-18 21:00,0.0,,,,,,,,,26-08-18,,,0
5710,22,56.7,56.9,63.4,60.1,57.6,2018-08-26 22:00:00,6,59.77175455463019,,,,,15.830000000000037,,-0.015000000000000003,18.433333333333334,0.0,0.0,6.0,,26-08-18 22:00,0.0,,,,,,,,,26-08-18,,,0
5711,23,56.6,55.1,62.4,59.9,57.4,2018-08-26 23:00:00,6,59.07976518489483,,,,,15.960000000000036,,-0.004999999999999999,17.466666666666665,0.0,0.0,78.0,,26-08-18 23:00,0.0,,,,,,,,,26-08-18,,,0
5712,0,53.7,53.7,59.9,58.8,55.8,2018-08-27 00:00:00,0,57.13465334023803,,,,,14.610000000000017,,0.0033333333333333327,15.5,0.0,0.0,66.0,,27-08-18 00:00,0.0,,,,,,,,,27-08-18,,,0
5713,1,50.4,51.0,56.4,55.7,54.9,2018-08-27 01:00:00,0,54.32206110292073,,,,,13.930000000000007,,0.006,15.5,0.0,0.0,6.0,,27-08-18 01:00,0.0,,,,,,,,,27-08-18,,,0
5714,2,46.9,46.8,50.9,53.0,50.0,2018-08-27 02:00:00,0,50.16526923838054,,,,,14.720000000000026,,0.011000000000000001,15.866666666666667,0.0,0.0,12.0,,27-08-18 02:00,0.0,,,,,,,,,27-08-18,,,0
5715,3,43.0,47.5,42.0,48.7,48.5,2018-08-27 03:00:00,0,46.75707401411686,,,,,14.040000000000019,,0.01,15.2,0.0,0.0,6.0,,27-08-18 03:00,0.0,27-08-18 03:00,76.0,40.421,45.372,30.0,32.129,14.199000000000002,27.545,27-08-18,,,0
5716,4,43.8,45.5,43.1,49.0,49.7,2018-08-27 04:00:00,0,47.03541220977421,,,,,13.840000000000034,,0.006,14.766666666666666,0.0,0.0,,,27-08-18 04:00,0.0,,,,,,,,,27-08-18,,,0
5717,5,45.2,48.2,45.7,50.3,52.9,2018-08-27 05:00:00,0,49.42972227849552,,,,,13.110000000000017,,0.002,13.9,0.0,0.0,,,27-08-18 05:00,0.0,,,,,,,,,27-08-18,,,0
5718,6,54.3,44.2,47.7,55.4,57.1,2018-08-27 06:00:00,0,53.852267740519146,,,,,13.840000000000034,,0.009000000000000001,12.8,0.0,0.0,,6.0,27-08-18 06:00,0.0,27-08-18 06:00,91.0,186.33,151.608,144.0,29.278,11.293,26.05,27-08-18,,,0
5719,7,63.4,58.5,66.3,62.0,61.7,2018-08-27 07:00:00,0,63.10714726121525,,,,,15.960000000000036,,0.014000000000000002,12.566666666666668,0.0,0.0,,18.0,27-08-18 07:00,0.0,,,,,,,,,27-08-18,,,0
5720,8,64.3,58.5,63.4,63.3,64.4,2018-08-27 08:00:00,0,63.213677812298826,,,,,19.150000000000034,,0.007000000000000001,15.966666666666667,0.0,0.0,,12.0,27-08-18 08:00,0.0,,,,,,,,,27-08-18,,,0
5721,9,58.1,57.0,64.7,63.9,64.1,2018-08-27 09:00:00,0,62.61175067599097,,,,,20.120000000000005,,0.012,21.233333333333334,0.0,0.0,,,27-08-18 09:00,0.0,27-08-18 09:00,134.0,993.861,771.1400000000001,834.0,56.727,22.032,50.92,27-08-18,,,0
5722,10,61.3,59.4,64.8,62.7,61.4,2018-08-27 10:00:00,0,62.29546163305467,,,,,21.390000000000047,,-0.001,22.66666666666667,0.0,0.0,,,27-08-18 10:00,0.0,,,,,,,,,27-08-18,,,0
5723,11,61.1,58.2,66.1,62.5,63.6,2018-08-27 11:00:00,0,63.050026260345355,,,,,22.27000000000004,,-0.004,24.066666666666666,0.0,0.0,,6.0,27-08-18 11:00,0.0,27-08-18 11:00,366.0,2263.4210000000007,1472.774,2016.0,142.251,55.34600000000001,126.775,27-08-18,,,0
5724,12,59.4,58.5,63.8,62.5,61.9,2018-08-27 12:00:00,0,61.646406038186,,,,,23.480000000000015,,0.0,25.633333333333336,0.0,0.0,,72.0,27-08-18 12:00,0.0,27-08-18 12:00,860.0,5506.5869999999995,3694.487,4704.0,345.866,135.394,308.33,27-08-18,,,0
5725,13,59.7,59.5,60.7,61.7,65.0,2018-08-27 13:00:00,0,61.841681935240004,,,,,24.5,,-0.01,26.866666666666664,0.0,0.0,,,27-08-18 13:00,0.0,27-08-18 13:00,888.0,4955.944,3412.1220000000003,4314.0,348.814,135.19699999999997,312.8850000000001,27-08-18,,,0
5726,14,58.5,58.1,61.5,61.8,64.4,2018-08-27 14:00:00,0,61.48227883919975,,,,,25.320000000000054,,-0.014000000000000002,27.433333333333334,0.0,0.0,24.0,,27-08-18 14:00,0.0,27-08-18 14:00,836.0,5758.866999999999,4086.099,4812.0,345.682,136.282,309.78,27-08-18,,,0
5727,15,59.7,58.0,61.7,62.2,63.1,2018-08-27 15:00:00,0,61.299890840966654,,,,,25.920000000000016,,-0.005,28.866666666666664,0.0,0.0,48.0,,27-08-18 15:00,0.0,27-08-18 15:00,812.0,5891.499000000002,4075.374,5124.0,343.141,137.379,306.19499999999994,27-08-18,,,0
5728,16,58.7,58.7,60.9,62.4,61.8,2018-08-27 16:00:00,0,60.765859317851124,,,,,25.570000000000054,,-0.007000000000000001,29.76666666666667,0.0,0.0,,,27-08-18 16:00,0.0,27-08-18 16:00,820.0,6369.395,4326.369000000001,5562.0,340.357,134.13199999999998,305.75,27-08-18,,,0
5729,17,59.1,58.4,61.1,61.7,64.8,2018-08-27 17:00:00,0,61.63874937246887,,,,,25.43000000000001,,-0.018000000000000002,29.1,0.0,0.0,,6.0,27-08-18 17:00,0.0,27-08-18 17:00,826.0,8306.709,6172.214,7110.0,331.338,129.583,298.275,27-08-18,,,0
5730,18,60.4,59.2,64.0,62.2,62.2,2018-08-27 18:00:00,0,61.90852663005205,,,,,23.920000000000016,,-0.012,27.866666666666664,0.0,0.0,6.0,18.0,27-08-18 18:00,0.0,27-08-18 18:00,811.0,8031.709999999999,5851.191000000002,6834.0,331.807,131.941,297.56499999999994,27-08-18,,,0
5731,19,60.3,58.1,61.2,62.1,61.8,2018-08-27 19:00:00,0,60.913715804316546,,,,,21.100000000000023,,0.0,26.1,0.0,0.0,6.0,84.0,27-08-18 19:00,0.0,27-08-18 19:00,705.0,6759.5999999999985,5009.274,5532.0,361.68699999999995,143.85199999999998,321.215,27-08-18,,,0
5732,20,59.0,58.2,59.4,61.5,60.3,2018-08-27 20:00:00,0,59.83178875262386,,,,,19.100000000000023,,0.0,22.9,0.0,0.0,,6.0,27-08-18 20:00,0.0,27-08-18 20:00,1061.0,4018.526,2850.265000000001,3558.0,350.445,138.512,309.17,27-08-18,,,0
5733,21,56.4,55.5,59.5,60.3,58.6,2018-08-27 21:00:00,0,58.424264261746615,,,,,17.900000000000034,,-0.006,20.366666666666664,0.0,0.0,6.0,,27-08-18 21:00,0.0,27-08-18 21:00,1112.0,2987.108000000001,2178.3320000000003,2649.0,357.48799999999994,141.28,316.93500000000006,27-08-18,,,0
5734,22,56.5,54.8,59.8,59.5,58.1,2018-08-27 22:00:00,0,58.11652276254571,,,,,17.420000000000016,,-0.008,18.566666666666666,0.0,0.0,6.0,6.0,27-08-18 22:00,0.0,27-08-18 22:00,1117.0,2768.366,2216.509,2316.0,359.41,141.915,320.2150000000001,27-08-18,,,0
5735,23,58.1,55.8,61.7,59.3,57.0,2018-08-27 23:00:00,0,58.87310855471234,,,,,17.54000000000002,,-0.005,17.966666666666672,0.0,0.0,66.0,,27-08-18 23:00,0.0,27-08-18 23:00,1011.0,1930.309,1424.953,1662.0,332.454,132.086,298.135,27-08-18,,,0
5736,0,55.3,52.9,60.8,58.9,55.7,2018-08-28 00:00:00,1,57.61006487564479,,,,,16.350000000000026,,-0.0033333333333333327,17.3,0.0,0.0,48.0,,28-08-18 00:00,0.0,28-08-18 00:00,1008.0,1558.4940000000006,1168.0469999999998,1290.0,384.14,146.684,346.225,28-08-18,,,0
5737,1,53.5,51.9,53.8,56.9,53.5,2018-08-28 01:00:00,1,54.256281121431435,,,,,16.390000000000047,,-0.003,16.5,0.0,0.0,6.0,,28-08-18 01:00,0.0,28-08-18 01:00,1001.0,821.821,633.629,693.0,369.194,149.687,325.6049999999999,28-08-18,,,0
